0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
37,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
37,0,0,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,7,0,0,0,0,0,0,0,0,0,0,0,0,37,
37,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,7,7,0,0,0,0,0,0,0,0,0,0,0,37,
37,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,7,7,7,0,0,0,0,0,0,0,0,0,0,37,
37,7,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,37,7,7,7,7,0,0,0,0,0,0,0,0,0,37,
37,7,7,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,7,7,7,7,7,0,0,0,0,0,0,0,0,37,
37,7,7,7,0,0,0,0,37,0,0,0,0,0,0,0,0,37,7,7,7,7,7,7,0,0,0,0,0,0,0,37,
37,37,37,37,37,37,37,37,37,37,37,37,37,0,0,0,0,37,7,7,7,7,7,7,7,0,0,0,0,0,37,
0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,7,7,7,7,7,7,7,7,0,0,0,0,37,
0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,7,7,7,7,7,7,7,7,7,0,0,66,37,
0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
